line_item_id,transaction_id,product_id,promotion_id,quantity,line_item_amount
57106,T012713,P0102,PR023,4.0,221.48
57107,T012713,P0182,PR010,4.0,667.8
57108,T012713,P0119,PR025,2.0,41.14
57109,T012713,P0103,PR017,1.0,16.05
57110,T012713,P0125,PR020,4.0,107.12
57111,T012713,,PR010,4.0,135.6
57112,T012713,,PR010,2.0,433.92
57113,T012713,P0073,PR013,2.0,36.68
57114,T012714,P0060,PR013,1.0,11.94
57115,T012714,P0047,PR026,1.0,17.99
57116,T012714,P0146,PR006,5.0,29.7
57117,T012714,P0132,PR003,2.0,68.8
57118,T012714,P0175,,2.0,62.38
57119,T012714,P0070,PR025,3.0,53.88
57120,T012714,P0154,PR004,2.0,162.54
57121,T012715,,PR020,5.0,142.65
57122,T012715,P0015,PR018,4.0,707.28
57123,T012715,P0035,,2.0,94.08
57124,T012715,P0089,,-3.0,-69.66
57125,T012716,P0082,PR001,2.0,23.66
57126,T012716,P0180,PR009,4.0,776.44
57127,T012716,P0116,PR012,2.0,43.58
57128,T012716,P0005,PR021,4.0,710.24
57129,T012716,P0062,PR008,5.0,353.4
57130,T012716,P0062,PR006,2.0,141.36
57131,T012717,P0022,PR023,1.0,32.28
57132,T012717,P0165,PR021,2.0,128.9
57133,T012717,,,3.0,36.15
57134,T012717,P0049,PR025,1.0,40.02
57135,T012717,P0080,PR023,5.0,238.0
57136,T012717,P0080,PR016,3.0,142.8
57137,T012718,P0059,PR001,4.0,
57138,T012719,,,2.0,19.38
57139,T012719,P0142,PR025,5.0,103.5
57140,,P0113,PR006,3.0,153.21
57141,T012719,P0072,,,37.48
57142,T012719,P0029,PR027,4.0,516.96
57143,T012719,P0003,PR018,1.0,35.29
57144,T012719,P0073,,3.0,55.02
57145,T012719,P0048,,3.0,250.05
57146,T012720,P0088,PR005,2.0,14.28
57147,T012720,P0128,PR010,3.0,102.96
57148,T012721,P0160,,2.0,60.72
57149,T012721,P0032,,3.0,35.94
57150,T012721,P0126,,-2.0,-56.68
57151,T012721,P0041,PR012,4.0,160.26
57152,T012721,P0027,PR026,3.0,420.12
57153,T012722,P0038,PR010,4.0,221.04
57154,T012722,P0035,PR025,1.0,47.04
57155,T012722,P0155,PR025,1.0,96.87
57156,T012722,P0142,PR028,2.0,41.4
57157,T012722,P0045,,2.0,98.4
57158,T012722,P0132,PR019,1.0,34.4
57159,T012722,,PR002,5.0,970.55
57160,T012723,P0047,,0.0,0.0
57161,T012723,P0185,PR020,,112.95
57162,T012723,P0049,PR018,5.0,200.1
57163,T012723,P0111,PR010,2.0,32.84
57164,T012723,P0129,PR004,2.0,60.1
57165,T012724,P0101,PR003,2.0,96.98
57166,T012725,P0065,PR009,4.0,307.84
57167,T012726,P0125,PR009,4.0,107.12
57168,T012726,P0177,PR029,-4.0,-858.6
57169,T012726,P0192,PR007,1.0,217.3
57170,T012726,P0101,PR013,3.0,145.47
57171,T012726,P0087,PR023,0.0,0.0
57172,T012727,P0148,,5.0,
57173,T012727,P0091,,3.0,93.93
57174,T012727,P0025,PR005,4.0,525.44
57175,T012727,P0192,,5.0,1086.5
57176,T012727,P0159,PR023,2.0,128.04
57177,T012728,P0013,PR003,5.0,
57178,T012728,P0009,,1.0,45.77
57179,T012728,P0137,PR006,4.0,38.04
57180,T012728,P0014,PR026,2.0,33.58
57181,T012728,P0007,,1.0,28.11
57182,T012728,P0163,,5.0,312.2
57183,T012728,P0173,PR009,2.0,217.18
57184,T012729,P0019,,2.0,257.74
57185,T012729,P0096,PR009,1.0,15.6
57186,T012729,P0088,PR027,1.0,7.14
57187,T012730,P0154,,2.0,162.54
57188,T012730,P0066,PR028,5.0,160.45
57189,T012730,P0159,PR013,3.0,192.06
57190,T012730,P0029,,,129.24
57191,T012730,P0042,PR002,5.0,
57192,T012730,P0025,,1.0,131.36
57193,T012730,P0029,PR009,3.0,387.72
57194,T012730,P0170,PR028,0.0,0.0
57195,T012731,P0076,PR006,1.0,76.87
57196,T012731,P0193,PR029,5.0,107.9
57197,T012731,P0079,PR028,2.0,96.88
57198,T012732,P0073,PR001,4.0,73.36
57199,T012732,P0052,PR003,2.0,197.88
57200,T012732,P0145,PR021,3.0,56.04
57201,T012732,P0098,PR026,4.0,88.4
57202,T012732,P0090,PR029,-2.0,-26.26
57203,T012732,P0074,,5.0,168.55
57204,T012733,P0149,,4.0,53.32
57205,T012733,P0113,PR019,4.0,204.28
57206,T012733,P0136,PR015,4.0,38.76
57207,T012734,P0140,PR024,3.0,50.91
57208,T012735,P0191,PR014,4.0,911.52
57209,T012735,P0096,PR004,5.0,78.0
57210,,P0181,,5.0,927.05
57211,T012735,P0177,PR026,2.0,429.3
57212,T012735,P0104,PR017,3.0,72.63
57213,T012736,P0037,PR004,4.0,404.84
57214,T012736,P0107,PR010,,129.74
57215,T012736,P0132,,1.0,34.4
57216,T012737,P0102,PR004,4.0,221.48
57217,T012737,P0087,PR005,1.0,15.71
57218,T012737,P0033,PR025,5.0,121.55
57219,T012737,P0006,PR027,2.0,309.44
57220,T012737,P0126,PR001,2.0,56.68
57221,T012737,P0189,PR015,5.0,583.4
57222,T012737,P0124,PR001,1.0,18.69
57223,T012737,P0163,PR021,3.0,187.32
57224,T012738,P0042,PR009,1.0,52.72
57225,T012738,P0120,,1.0,29.08
57226,T012738,P0121,PR006,2.0,38.72
57227,T012738,P0043,PR011,3.0,123.3
57228,T012738,P0133,PR018,1.0,39.86
57229,T012738,P0127,,5.0,106.5
57230,T012739,P0041,PR006,4.0,146.32
57231,T012739,P0094,,2.0,70.54
57232,T012739,P0176,PR021,4.0,645.2
57233,T012739,P0088,PR003,3.0,21.42
57234,T012739,P0153,PR025,4.0,99.08
57235,T012739,P0045,PR012,4.0,196.8
57236,T012739,P0080,,5.0,238.0
57237,T012739,P0130,PR005,5.0,61.7
57238,T012740,P0176,,3.0,483.9
57239,T012740,P0185,PR021,2.0,225.9
57240,T012740,P0106,,5.0,210.7
57241,T012740,P0113,PR028,-1.0,-51.07
57242,T012740,P0001,PR021,4.0,753.12
57243,T012740,P0003,PR001,1.0,35.29
57244,T012740,P0137,,5.0,47.55
57245,T012740,P0002,PR009,3.0,359.79
57246,T012741,P0040,PR029,2.0,147.9
57247,,P0188,,3.0,641.7
57248,T012741,P0017,PR021,5.0,181.7
57249,T012741,P0106,PR024,-2.0,-84.28
57250,T012741,P0075,PR013,-2.0,-58.26
57251,T012741,P0103,,5.0,80.25
57252,T012741,P0020,PR006,4.0,129.12
57253,T012742,P0158,,2.0,180.16
57254,T012742,P0175,PR026,2.0,65.6
57255,T012742,P0103,PR028,4.0,64.2
57256,T012742,P0182,,3.0,500.85
57257,T012742,P0188,,2.0,427.8
57258,T012742,P0130,,-4.0,-49.36
57259,T012743,P0178,PR020,2.0,433.92
57260,T012743,P0041,PR016,2.0,73.16
57261,T012743,P0095,PR023,1.0,
57262,T012744,P0140,PR018,5.0,84.85
57263,T012744,,PR012,1.0,21.58
57264,T012744,P0168,PR022,2.0,164.16
57265,T012744,P0003,PR027,4.0,141.16
57266,T012745,P0118,PR026,2.0,44.18
57267,T012745,P0064,PR016,3.0,91.05
57268,T012745,P0111,PR004,5.0,82.1
57269,T012745,P0123,,,135.72
57270,T012746,P0016,,4.0,705.4
57271,T012746,P0153,PR017,1.0,24.77
57272,T012747,P0016,PR009,3.0,529.05
57273,T012747,P0033,PR028,5.0,101.85
57274,T012747,P0193,PR014,-3.0,-64.74
57275,T012747,P0022,PR022,2.0,64.56
57276,T012747,P0001,PR020,5.0,941.4
57277,T012748,P0061,PR026,5.0,371.6
57278,T012748,P0166,PR011,3.0,255.99
57279,T012748,P0096,,2.0,31.2
57280,T012748,P0003,PR010,5.0,176.45
57281,T012748,P0009,PR013,3.0,137.31
57282,T012749,P0143,PR014,5.0,16.1
57283,T012749,P0083,PR004,4.0,57.68
57284,T012749,P0164,PR005,3.0,270.18
57285,T012750,P0153,PR018,5.0,123.85
57286,T012750,P0061,PR026,1.0,74.32
57287,T012750,P0143,,5.0,16.1
57288,T012750,P0068,,3.0,206.4
57289,T012751,P0031,PR029,3.0,220.56
57290,T012751,P0029,PR011,4.0,516.96
57291,T012751,P0003,PR009,5.0,176.45
57292,T012751,P0086,PR012,4.0,106.52
57293,T012751,P0033,PR025,1.0,20.37
57294,T012751,P0187,PR007,3.0,869.64
57295,T012752,P0012,PR003,-5.0,-938.25
57296,T012752,P0029,,5.0,646.2
57297,T012752,P0084,PR021,1.0,18.47
57298,T012752,P0116,PR001,5.0,108.95
57299,T012752,P0093,PR015,3.0,138.3
57300,T012753,P0155,,1.0,96.87
57301,T012753,,PR009,3.0,350.04
57302,T012754,P0173,PR006,1.0,108.59
57303,T012755,P0041,PR001,2.0,73.16
57304,T012756,P0144,PR015,1.0,12.05
57305,T012757,P0169,PR007,,131.04
57306,T012757,P0117,PR002,1.0,17.64
57307,T012757,P0076,PR027,4.0,307.48
57308,T012758,P0003,PR007,4.0,141.16
57309,T012758,P0062,,4.0,282.72
57310,T012758,P0056,PR010,1.0,13.67
57311,T012758,P0154,PR002,2.0,162.54
57312,T012758,P0054,PR026,3.0,145.53
57313,T012758,P0070,PR001,3.0,53.88
57314,T012758,P0078,,3.0,74.97
57315,T012758,P0128,,0.0,0.0
57316,T012759,P0133,PR005,4.0,179.19
57317,T012759,P0110,,5.0,52.75
57318,T012759,,PR027,5.0,150.45
57319,T012759,P0072,,1.0,9.37
57320,T012759,,,3.0,165.78
57321,T012759,P0040,PR013,1.0,73.95
57322,T012759,P0056,PR023,1.0,13.67
57323,T012760,P0161,,3.0,110.7
57324,T012760,P0034,PR008,5.0,476.75
57325,T012760,P0167,PR011,3.0,99.84
57326,T012760,P0028,PR025,1.0,100.66
57327,T012760,P0010,PR014,5.0,576.55
57328,T012760,P0082,PR023,2.0,23.66
57329,T012761,P0005,,2.0,355.12
57330,T012761,P0189,PR027,3.0,350.04
57331,T012761,P0079,PR012,1.0,48.44
57332,T012761,P0086,PR028,4.0,106.52
57333,T012762,P0142,,1.0,
57334,T012762,P0085,PR027,3.0,91.98
57335,T012762,P0029,PR005,2.0,258.48
57336,T012762,P0146,PR018,2.0,
57337,T012763,P0118,PR026,3.0,66.27
57338,T012763,P0147,PR025,5.0,48.5
57339,T012763,P0179,,5.0,739.45
57340,T012763,P0168,PR013,3.0,246.24
57341,T012763,P0091,PR016,5.0,156.55
57342,T012763,P0090,PR013,2.0,26.26
57343,T012763,P0043,,1.0,41.1
57344,T012763,P0102,PR001,2.0,110.74
57345,T012764,P0085,PR001,5.0,153.3
57346,T012764,P0016,,-4.0,-705.4
57347,T012764,P0184,PR028,2.0,106.48
57348,T012764,P0007,,4.0,123.44
57349,T012764,P0108,PR022,2.0,87.5
57350,T012764,P0098,PR002,5.0,110.5
57351,T012764,P0030,PR004,2.0,43.98
57352,T012765,P0025,PR013,4.0,525.44
57353,T012765,P0079,PR003,4.0,193.76
57354,T012765,P0166,PR023,2.0,170.66
57355,T012765,P0086,,1.0,26.63
57356,T012765,P0107,PR006,3.0,194.61
57357,T012765,P0055,PR010,1.0,62.52
57358,T012765,P0108,PR016,4.0,175.0
57359,T012766,P0194,PR014,3.0,409.38
57360,T012766,P0010,PR003,1.0,115.31
57361,T012766,P0092,PR013,1.0,42.96
57362,T012766,P0109,PR004,5.0,188.25
57363,T012766,P0183,PR015,3.0,844.86
57364,T012766,P0122,PR008,1.0,30.09
57365,T012766,P0033,PR011,2.0,40.74
57366,T012767,P0079,,2.0,96.88
57367,T012767,P0128,PR019,4.0,137.28
57368,T012767,P0078,PR017,0.0,0.0
57369,T012768,P0184,,3.0,159.72
57370,T012768,P0149,,2.0,26.66
57371,T012768,P0005,PR001,2.0,355.12
57372,T012768,P0182,,-5.0,-834.75
57373,T012769,P0128,PR002,4.0,137.28
57374,T012769,P0039,PR014,2.0,292.48
57375,T012769,P0136,PR008,4.0,38.76
57376,T012769,P0003,PR019,2.0,70.58
57377,T012769,P0049,,2.0,80.04
57378,T012769,P0016,PR013,4.0,705.4
57379,T012769,P0041,,1.0,36.58
57380,T012769,P0190,PR002,4.0,94.32
57381,T012770,P0137,,1.0,9.51
57382,T012770,P0043,PR022,2.0,82.2
57383,T012770,P0026,PR025,3.0,346.77
57384,T012770,,PR022,1.0,20.55
57385,T012770,P0118,PR014,4.0,88.36
57386,T012770,P0164,PR016,3.0,270.18
57387,T012770,P0156,PR008,2.0,22.06
57388,T012771,P0069,,1.0,39.98
57389,T012771,P0119,,5.0,102.85
57390,T012771,P0128,PR021,5.0,171.6
57391,T012771,P0053,PR011,1.0,39.03
57392,,P0140,PR005,5.0,84.85
57393,T012771,P0079,PR016,1.0,48.44
57394,T012771,P0155,PR030,5.0,484.35
57395,T012772,P0090,PR006,1.0,13.13
57396,T012772,P0161,PR027,3.0,110.7
57397,T012772,P0035,PR024,2.0,94.08
57398,T012772,P0115,PR006,4.0,130.12
57399,T012772,P0150,PR004,2.0,40.06
57400,T012772,P0042,PR027,4.0,210.88
57401,T012773,P0014,PR030,2.0,33.58
57402,T012773,P0069,,4.0,
57403,T012774,P0163,PR023,4.0,249.76
57404,T012774,P0090,PR003,5.0,65.65
57405,T012774,P0067,PR006,4.0,140.48
57406,T012774,P0131,PR016,1.0,36.16
57407,T012774,P0134,PR028,3.0,69.78
57408,T012774,P0056,PR020,4.0,54.68
57409,T012774,P0153,,4.0,99.08
57410,T012774,P0173,PR025,3.0,325.77
57411,T012775,P0013,PR010,2.0,
57412,T012775,P0067,PR030,2.0,70.24
57413,T012775,P0027,PR021,,140.04
57414,T012775,P0079,PR016,1.0,48.44
57415,T012775,P0047,PR008,4.0,71.96
57416,T012775,P0177,PR011,3.0,643.95
57417,T012776,P0045,PR010,1.0,49.2
57418,T012776,P0075,PR008,3.0,87.39
57419,T012776,P0145,PR021,1.0,18.68
57420,T012776,P0077,,-5.0,-288.3
57421,T012776,P0181,,2.0,370.82
57422,T012776,P0071,PR015,1.0,37.87
57423,T012776,P0099,PR025,2.0,67.8
57424,T012777,P0027,PR016,5.0,700.2
57425,T012777,P0088,PR018,1.0,7.14
57426,T012778,P0068,PR022,3.0,206.4
57427,T012778,P0141,PR008,2.0,36.62
57428,T012778,P0130,PR013,1.0,12.34
57429,T012778,P0073,,5.0,91.7
57430,T012779,P0190,PR016,4.0,94.32
57431,T012779,P0133,PR030,2.0,79.72
57432,T012779,P0103,,2.0,32.1
57433,T012779,P0054,PR024,3.0,145.53
57434,T012779,P0062,PR004,3.0,212.04
57435,T012779,,PR003,3.0,99.84
57436,T012779,P0066,PR014,-1.0,-32.09
57437,T012780,P0186,PR005,3.0,666.12
57438,T012780,P0043,PR021,1.0,41.1
57439,T012780,P0025,,2.0,262.72
57440,T012780,P0073,PR004,2.0,36.68
57441,T012781,P0081,PR017,4.0,177.72
57442,T012781,P0078,PR009,2.0,49.98
57443,T012781,P0069,PR002,3.0,119.94
57444,T012781,P0077,,2.0,115.32
57445,T012781,P0120,PR006,2.0,58.16
57446,T012782,P0056,PR021,5.0,68.35
57447,T012782,P0151,,5.0,118.5
57448,T012782,P0137,PR003,5.0,47.55
57449,T012783,P0082,,2.0,23.66
57450,T012783,P0153,PR020,4.0,99.08
57451,T012783,P0016,PR006,5.0,881.75
57452,T012783,P0121,PR010,5.0,96.8
57453,T012783,P0166,PR015,2.0,170.66
57454,T012784,,PR008,2.0,
57455,T012784,P0057,PR019,1.0,53.2
57456,T012784,P0070,PR028,5.0,89.8
57457,T012784,P0096,PR020,1.0,15.6
57458,T012784,P0057,PR005,1.0,53.2
57459,T012785,P0118,PR026,1.0,22.09
57460,T012785,P0076,PR022,2.0,153.74
57461,T012785,P0016,PR029,4.0,705.4
57462,T012786,P0077,,2.0,115.32
57463,T012786,P0043,,3.0,123.3
57464,T012786,P0114,PR003,1.0,54.38
57465,T012786,P0089,PR012,1.0,23.22
57466,T012786,P0044,PR011,5.0,179.1
57467,T012787,P0131,,1.0,36.16
57468,T012787,P0185,PR003,2.0,225.9
57469,T012787,P0195,PR014,4.0,1153.96
57470,T012788,P0120,,2.0,58.16
57471,T012788,P0019,PR015,1.0,128.87
57472,T012788,P0080,PR021,2.0,95.2
57473,T012788,P0122,PR019,5.0,150.45
57474,T012789,P0027,,3.0,420.12
57475,T012790,P0083,PR017,3.0,43.26
57476,T012791,P0082,PR025,4.0,47.32
57477,T012791,P0167,,2.0,66.56
57478,T012792,P0006,PR005,1.0,154.72
57479,T012792,P0022,PR023,3.0,96.84
57480,T012792,P0109,,2.0,75.3
57481,T012792,P0144,PR022,4.0,48.2
57482,T012792,P0017,PR030,0.0,0.0
57483,T012792,P0182,PR011,4.0,667.8
57484,T012792,P0029,PR026,1.0,129.24
57485,T012792,P0049,,1.0,40.02
57486,T012793,P0127,PR003,2.0,42.6
57487,T012793,P0022,,2.0,64.56
57488,T012793,P0027,PR023,2.0,280.08
57489,T012793,P0162,PR012,4.0,
57490,T012793,P0099,,4.0,135.6
57491,T012793,P0078,,2.0,49.98
57492,T012793,P0154,PR002,3.0,243.81
57493,T012793,P0005,PR030,5.0,887.8
57494,T012794,P0099,,4.0,135.6
57495,T012794,P0061,PR026,2.0,148.64
57496,T012794,P0100,PR011,5.0,16142.23
57497,T012794,,PR017,2.0,80.4
57498,T012795,P0132,,4.0,137.6
57499,T012795,P0112,,1.0,34.32
57500,T012795,P0065,,-5.0,-384.8
57501,T012795,P0078,,2.0,49.98
57502,T012796,P0063,,3.0,229.47
57503,T012796,P0074,,3.0,101.13
57504,T012796,P0179,PR003,2.0,295.78
57505,T012796,P0128,,1.0,34.32
57506,T012796,P0073,PR021,5.0,
57507,T012796,P0009,PR002,3.0,137.31
57508,T012797,P0062,PR026,1.0,70.68
57509,T012797,P0026,PR015,3.0,346.77
57510,T012797,P0003,PR017,1.0,35.29
57511,T012797,P0137,,1.0,9.51
57512,T012798,P0169,,2.0,87.36
57513,T012798,P0027,,4.0,629.48
57514,T012798,P0178,,1.0,216.96
57515,T012798,P0184,PR025,1.0,53.24
57516,T012798,P0065,PR016,2.0,153.92
57517,T012799,P0059,PR008,3.0,184.92
57518,T012799,P0003,PR025,4.0,157.47
57519,T012800,P0033,PR022,2.0,40.74
57520,T012801,P0144,PR029,5.0,60.25
57521,T012801,P0136,,1.0,9.69
57522,T012801,P0191,PR017,1.0,227.88
57523,T012802,P0142,PR015,1.0,20.7
57524,T012802,P0073,PR028,-2.0,-36.68
57525,T012802,P0047,PR016,5.0,89.95
57526,T012802,P0140,PR028,3.0,50.91
57527,T012802,P0001,,1.0,188.28
57528,T012802,P0180,PR006,0.0,0.0
57529,T012802,P0016,PR020,4.0,705.4
57530,T012802,,,1.0,11.83
57531,T012803,P0156,PR005,1.0,11.03
57532,T012803,P0034,PR005,1.0,95.35
57533,T012803,P0101,PR013,2.0,96.98
57534,T012803,P0073,PR017,3.0,55.02
57535,T012804,P0001,PR014,3.0,564.84
57536,T012804,,PR013,4.0,305.96
57537,T012804,P0125,PR025,1.0,26.78
57538,T012804,P0127,PR019,2.0,42.6
57539,T012804,P0052,,1.0,98.94
57540,T012804,P0067,PR020,3.0,105.36
57541,T012804,P0011,PR023,3.0,
57542,T012805,P0073,PR020,4.0,73.36
57543,T012805,P0077,PR007,4.0,230.64
57544,T012805,P0066,PR030,4.0,128.36
57545,T012805,P0056,PR016,4.0,54.68
57546,T012805,P0034,PR028,1.0,95.35
57547,T012805,P0196,PR021,3.0,876.18
57548,T012805,P0041,PR001,2.0,73.16
57549,T012806,P0121,PR022,3.0,58.08
57550,T012806,P0166,PR021,5.0,426.65
57551,T012806,P0052,PR014,1.0,98.94
57552,T012806,P0117,,3.0,52.92
57553,T012806,P0056,,5.0,68.35
57554,T012806,P0030,,4.0,87.96
57555,T012807,P0034,PR027,1.0,95.35
57556,T012808,P0086,,5.0,133.15
57557,T012809,P0107,PR003,5.0,324.35
57558,T012809,P0088,PR013,4.0,28.56
57559,T012809,P0011,PR010,1.0,
57560,T012809,P0002,,5.0,599.65
57561,T012809,P0082,PR029,5.0,59.15
57562,T012809,P0169,,2.0,87.36
57563,T012810,P0010,,5.0,576.55
57564,T012811,P0084,PR001,1.0,18.47
57565,T012812,P0002,PR007,1.0,119.93
57566,T012812,P0013,PR009,2.0,
57567,T012813,P0066,PR025,3.0,96.27
57568,T012814,P0133,,4.0,159.44
57569,T012814,P0050,PR018,-3.0,-25.62
57570,T012814,,PR030,3.0,39.39
57571,T012814,P0139,PR007,5.0,102.75
57572,T012814,P0158,PR021,2.0,180.16
57573,T012814,P0190,,5.0,117.9
57574,T012815,P0130,PR004,1.0,12.34
57575,T012815,P0175,PR005,1.0,32.8
57576,T012815,P0066,PR022,1.0,32.09
57577,T012815,P0170,PR002,2.0,142.54
57578,T012815,P0043,PR022,2.0,82.2
57579,T012815,P0177,PR005,4.0,858.6
57580,T012816,P0030,PR005,5.0,109.95
57581,T012816,P0037,PR022,4.0,404.84
57582,T012816,P0124,,5.0,111.95
57583,T012816,P0166,PR002,4.0,341.32
57584,T012816,P0032,PR021,4.0,47.92
57585,T012817,P0090,PR022,1.0,13.13
57586,T012817,P0150,PR016,1.0,20.03
57587,T012817,P0194,PR018,4.0,545.84
57588,T012817,P0168,,3.0,246.24
57589,T012817,P0094,PR004,2.0,70.54
57590,T012817,P0104,PR003,5.0,121.05
57591,T012818,,,3.0,137.31
57592,T012818,P0148,PR027,2.0,27.64
57593,T012818,P0178,PR020,3.0,650.88
57594,T012818,P0075,,5.0,145.65
57595,T012818,P0135,PR019,1.0,28.53
57596,T012819,P0053,PR019,4.0,156.12
57597,T012819,P0026,PR010,-5.0,-577.95
57598,T012819,,PR018,5.0,126.5
57599,T012819,P0196,,4.0,1168.24
57600,T012819,P0139,PR018,-1.0,-20.55
57601,T012820,P0078,PR013,4.0,99.96
57602,T012820,P0185,PR011,,564.75
57603,T012820,P0137,PR024,1.0,9.51
57604,T012820,P0121,,-2.0,-38.72
57605,T012820,P0006,,4.0,618.88
57606,T012821,P0111,PR015,0.0,0.0
57607,T012821,P0103,PR021,4.0,64.2
57608,T012821,P0057,,3.0,159.6
57609,T012821,P0089,PR001,1.0,23.22
57610,T012822,P0026,PR002,4.0,462.36
57611,T012822,P0118,,3.0,66.27
57612,T012822,P0189,PR015,4.0,466.72
57613,T012822,P0054,PR015,2.0,97.02
57614,T012822,P0055,PR029,2.0,
57615,T012822,P0169,PR007,4.0,174.72
57616,T012822,P0187,,5.0,1449.4
57617,T012823,P0037,,3.0,303.63
57618,T012823,P0075,PR010,5.0,145.65
57619,T012823,P0089,PR019,5.0,116.1
57620,T012823,P0150,PR027,3.0,60.09
57621,T012824,P0052,PR006,5.0,494.7
57622,T012824,P0062,PR001,3.0,212.04
57623,T012824,P0158,,5.0,450.4
57624,T012825,P0038,PR024,3.0,165.78
57625,T012825,P0026,,4.0,462.36
57626,T012826,P0130,PR002,-4.0,-49.36
57627,T012826,P0105,,1.0,34.5
57628,T012826,P0148,PR028,1.0,13.82
57629,T012826,P0050,PR029,3.0,25.62
57630,T012826,P0108,PR018,3.0,131.25
57631,T012827,P0116,PR006,1.0,21.79
57632,T012827,P0190,PR017,5.0,117.9
57633,T012827,P0009,,1.0,45.77
57634,T012827,P0101,PR021,3.0,145.47
57635,T012827,P0051,PR029,3.0,120.6
57636,T012828,P0190,PR004,3.0,70.74
57637,T012828,P0082,,5.0,
57638,T012828,P0095,,4.0,
57639,T012828,P0071,,2.0,75.74
57640,T012828,P0076,PR017,2.0,153.74
57641,T012828,P0162,,2.0,168.06
57642,T012828,P0195,,4.0,1153.96
57643,T012828,P0165,PR018,2.0,128.9
57644,T012829,P0132,PR022,2.0,68.8
57645,T012829,P0174,PR003,5.0,768.35
57646,T012829,P0055,PR010,2.0,125.04
57647,T012829,P0041,,5.0,152.03
57648,T012829,P0106,,4.0,168.56
57649,T012829,P0032,PR007,3.0,35.94
57650,T012829,P0085,PR007,2.0,61.32
57651,T012829,P0171,PR001,5.0,126.5
57652,T012830,P0029,PR030,3.0,387.72
57653,T012830,P0175,PR029,3.0,98.4
57654,T012830,P0008,PR007,5.0,131.05
57655,T012830,P0071,PR027,4.0,151.48
57656,T012830,P0020,PR020,5.0,161.4
57657,T012830,P0055,,2.0,125.04
57658,T012831,P0053,PR020,3.0,117.09
57659,T012831,P0191,PR030,3.0,683.64
57660,T012831,P0027,PR028,4.0,560.16
57661,T012831,P0123,PR005,3.0,101.79
57662,T012832,P0018,PR025,1.0,151.35
57663,T012832,P0028,,1.0,100.66
57664,T012833,P0102,PR028,4.0,221.48
57665,T012834,P0024,PR014,-5.0,-564.25
57666,T012835,P0102,,4.0,221.48
57667,T012835,P0026,PR019,5.0,577.95
57668,T012836,P0112,,2.0,68.64
57669,T012836,P0012,,3.0,562.95
57670,T012836,P0088,PR028,5.0,35.7
57671,T012836,P0052,,5.0,494.7
57672,T012836,P0109,PR010,1.0,37.65
57673,T012836,P0183,PR014,1.0,281.62
57674,T012836,P0084,,1.0,18.47
57675,T012836,P0144,PR015,4.0,48.2
57676,T012837,P0137,PR001,-1.0,-9.51
57677,T012837,P0072,PR028,2.0,18.74
57678,T012837,P0154,,3.0,243.81
57679,T012837,P0084,PR007,3.0,55.41
57680,T012837,P0106,,4.0,168.56
57681,T012837,P0009,PR010,4.0,183.08
57682,T012837,P0085,PR020,1.0,30.66
57683,T012837,P0123,PR020,1.0,33.93
57684,T012838,P0060,,5.0,59.7
57685,T012838,P0151,PR021,4.0,94.8
57686,T012838,P0065,PR001,4.0,307.84
57687,T012838,P0052,PR017,3.0,296.82
57688,T012839,P0194,PR025,3.0,409.38
57689,T012840,P0142,PR028,3.0,62.1
57690,T012840,P0018,PR004,3.0,454.05
57691,T012841,P0025,,1.0,131.36
57692,T012841,P0008,PR016,3.0,78.63
57693,T012842,P0143,PR007,5.0,16.1
57694,T012842,P0016,PR028,3.0,529.05
57695,T012842,P0115,PR029,4.0,130.12
57696,T012842,P0084,PR017,4.0,73.88
57697,T012842,,PR027,4.0,1126.48
57698,T012842,P0090,PR004,,26.26
57699,T012843,P0057,,3.0,159.6
57700,T012843,P0007,PR022,5.0,140.55
57701,T012843,P0091,PR010,2.0,62.62
57702,T012843,P0062,PR027,1.0,70.68
57703,T012843,P0033,PR030,5.0,101.85
57704,T012844,P0121,PR016,3.0,58.08
57705,T012844,P0186,,3.0,666.12
57706,T012844,P0113,PR019,2.0,102.14
57707,T012844,P0149,PR021,2.0,26.66
57708,T012844,P0108,PR016,4.0,175.0
57709,T012845,P0055,,2.0,125.04
57710,T012845,P0094,,1.0,35.27
57711,T012845,P0143,PR012,1.0,3.22
57712,T012845,P0149,PR028,-1.0,-13.33
57713,T012845,P0043,,2.0,82.2
57714,T012845,P0059,PR030,3.0,184.92
57715,T012846,P0170,PR007,4.0,285.08
57716,T012846,P0057,PR028,1.0,53.2
57717,T012846,P0184,PR030,4.0,212.96
57718,T012846,P0005,,2.0,355.12
57719,T012846,P0171,PR019,3.0,75.9
57720,T012846,P0105,PR029,4.0,138.0
57721,T012846,P0102,PR029,1.0,55.37
57722,T012847,P0188,PR025,4.0,855.6
57723,T012847,P0085,PR008,-3.0,-91.98
57724,T012847,P0048,PR020,3.0,250.05
57725,T012847,P0065,,4.0,307.84
57726,T012848,P0071,PR010,5.0,189.35
57727,T012848,P0004,,1.0,191.46
57728,T012848,P0071,PR022,4.0,151.48
57729,T012849,P0003,PR008,4.0,141.16
57730,T012849,P0003,PR002,2.0,70.58
57731,T012849,P0046,,4.0,391.6
57732,T012849,P0099,PR013,1.0,33.9
57733,T012850,P0144,PR028,1.0,12.05
57734,T012850,P0164,PR010,1.0,90.06
57735,T012851,P0178,PR025,1.0,216.96
57736,T012851,P0026,PR029,4.0,462.36
57737,T012851,P0146,,3.0,17.82
