customer_id,recency_days,frequency_30d,frequency_60d,frequency_90d,monetary_30d,monetary_60d,monetary_90d,total_frequency,total_monetary,avg_order_value,num_stores_visited,avg_days_between_purchases,loyalty_status,total_loyalty_points,segment_id,customer_tenure_days,num_categories,top_category,is_weekend_shopper,future_spend_30d,loyalty_status_encoded,segment_id_encoded,top_category_encoded
C04053,27,1.0,1.0,1.0,436.25,436.25,436.25,7,2040.79,291.5414285714286,5,115.33333333333333,Bronze,444.0,NR,1860.0,10.0,Electronics,0,0.0,0,4,4
C03472,102,0.0,0.0,0.0,0.0,0.0,0.0,4,872.07,218.0175,3,271.3333333333333,Bronze,328.0,NR,2505.0,8.0,Apparel,0,0.0,0,4,0
C04525,3,1.0,1.0,1.0,197.93,197.93,197.93,8,2316.58,289.5725,7,100.28571428571429,Bronze,306.0,HS,2521.0,10.0,Books,0,0.0,0,2,3
C04692,195,0.0,0.0,0.0,0.0,0.0,0.0,3,1125.35,375.1166666666666,3,335.0,Bronze,11.0,LP,2682.0,7.0,Toys,0,0.0,0,3,9
C00368,224,0.0,0.0,0.0,0.0,0.0,0.0,7,1410.62,201.51714285714283,5,111.16666666666667,Bronze,287.0,HC,2480.0,10.0,Apparel,1,247.04,0,1,0
C01633,70,0.0,0.0,1.0,0.0,0.0,140.51,7,1551.21,221.60142857142858,5,144.16666666666666,Bronze,227.0,LP,1870.0,10.0,Grocery,0,287.8,0,3,5
C01893,18,1.0,1.0,1.0,323.97,323.97,323.97,7,2154.52,307.7885714285714,6,139.83333333333334,Silver,1016.0,HS,2122.0,9.0,Books,0,0.0,3,2,3
C00117,366,0.0,0.0,0.0,0.0,0.0,0.0,9,2224.7599999999998,247.19555555555553,6,54.75,Bronze,0.0,HC,2050.0,10.0,Toys,0,428.69,0,1,9
C02400,15,1.0,1.0,1.0,101.79,101.79,101.79,5,954.46,190.892,4,137.0,Gold,4610.0,HC,2208.0,8.0,Apparel,0,0.0,1,1,0
C00653,216,0.0,0.0,0.0,0.0,0.0,0.0,2,623.54,311.77,1,669.0,Silver,1896.0,AR,2771.0,7.0,Jewelry,0,0.0,3,0,7
C03349,128,0.0,0.0,0.0,0.0,0.0,0.0,5,883.4300000000001,176.686,4,184.5,Silver,1544.0,AR,2455.0,9.0,Grocery,0,486.23,3,0,5
C03893,383,0.0,0.0,0.0,0.0,0.0,0.0,5,867.72,173.544,5,123.0,Gold,0.0,AR,1700.0,10.0,Home & Garden,0,0.0,1,0,6
C00806,66,0.0,0.0,1.0,0.0,0.0,40.32,3,577.6899999999999,192.5633333333333,3,335.0,Bronze,866.0,LP,1674.0,5.0,Automotive,0,0.0,0,3,1
C01226,50,0.0,1.0,1.0,0.0,157.66,157.66,6,1949.8200000000002,324.97,4,151.6,Bronze,315.0,LP,2594.0,8.0,Grocery,0,0.0,0,3,5
C01116,38,0.0,2.0,2.0,0.0,629.54,629.54,6,1629.27,271.545,4,170.4,Silver,845.0,LP,2247.0,9.0,Books,0,0.0,3,3,3
C02568,108,0.0,0.0,0.0,0.0,0.0,0.0,4,1199.43,299.8575,3,272.3333333333333,Bronze,250.0,NR,1972.0,8.0,Sports,0,0.0,0,4,8
C00997,21,1.0,2.0,3.0,385.38,607.84,1075.01,12,3120.59,260.0491666666667,8,83.18181818181819,Bronze,461.0,LP,2775.0,11.0,Beauty,0,0.0,0,3,2
C02509,34,0.0,1.0,1.0,0.0,324.18,324.18,9,1899.59,211.06555555555553,8,106.625,Silver,614.0,LP,2551.0,10.0,Beauty,0,0.0,3,3,2
C00128,175,0.0,0.0,0.0,0.0,0.0,0.0,6,1422.1100000000001,237.01833333333335,6,137.8,Bronze,314.0,HC,2186.0,10.0,Jewelry,0,12.71,0,1,7
C04079,435,0.0,0.0,0.0,0.0,0.0,0.0,7,2080.56,297.22285714285715,6,83.16666666666667,Bronze,173.0,NR,2274.0,10.0,Books,0,0.0,0,4,3
C02162,374,0.0,0.0,0.0,0.0,0.0,0.0,4,1346.24,336.56,4,161.33333333333334,Bronze,7.0,AR,2077.0,10.0,Automotive,0,0.0,0,0,1
C01076,19,1.0,1.0,1.0,276.07,276.07,276.07,3,720.79,240.26333333333332,3,311.5,Silver,741.0,LP,2338.0,7.0,Home & Garden,0,0.0,3,3,6
C03983,4,2.0,2.0,2.0,476.04999999999995,476.04999999999995,476.04999999999995,2,476.04999999999995,238.02499999999998,2,15.0,Bronze,283.0,HC,2659.0,8.0,Grocery,1,0.0,0,1,5
C02217,104,0.0,0.0,0.0,0.0,0.0,0.0,6,1300.6100000000001,216.76833333333335,6,120.8,Silver,556.0,LP,2047.0,9.0,Jewelry,0,0.0,3,3,7
C04300,138,0.0,0.0,0.0,0.0,0.0,0.0,4,952.25,238.0625,4,114.33333333333333,Bronze,369.0,LP,1785.0,8.0,Beauty,0,0.0,0,3,2
C02474,234,0.0,0.0,0.0,0.0,0.0,0.0,5,1022.73,204.546,4,122.0,Silver,636.0,LP,2379.0,10.0,Apparel,0,0.0,3,3,0
C01077,377,0.0,0.0,0.0,0.0,0.0,0.0,3,895.53,298.51,3,218.0,Bronze,1658.0,HC,1796.0,8.0,Books,0,0.0,0,1,3
C03832,132,0.0,0.0,0.0,0.0,0.0,0.0,9,2159.23,239.91444444444446,8,93.75,Bronze,133.0,NR,2458.0,10.0,Sports,0,0.0,0,4,8
C04087,109,0.0,0.0,0.0,0.0,0.0,0.0,2,353.18,176.59,2,119.0,Silver,1103.0,NR,1933.0,6.0,Books,1,0.0,3,4,3
C03411,312,0.0,0.0,0.0,0.0,0.0,0.0,2,832.47,416.235,2,28.0,Bronze,158.0,LP,1736.0,8.0,Jewelry,1,0.0,0,3,7
C01536,878,0.0,0.0,0.0,0.0,0.0,0.0,1,375.28,375.28,1,132.1,Bronze,307.0,AR,2671.0,4.0,Apparel,0,0.0,0,0,0
C03156,28,1.0,1.0,1.0,54.62,54.62,54.62,6,1836.51,306.085,6,157.6,Bronze,186.0,HC,2655.0,9.0,Automotive,0,0.0,0,1,1
C00052,117,0.0,0.0,0.0,0.0,0.0,0.0,3,726.31,242.10333333333332,3,371.0,Bronze,297.0,AR,1911.0,4.0,Beauty,0,0.0,0,0,2
C01510,2,1.0,2.0,2.0,225.59,551.64,551.64,6,1721.47,286.9116666666667,5,167.4,Bronze,0.0,HC,2619.0,9.0,Beauty,0,0.0,0,1,2
C01197,4,1.0,2.0,3.0,99.68,446.88,652.71,18,5152.32,286.24,12,52.0,Gold,2058.0,LP,1881.0,10.0,Jewelry,0,0.0,1,3,7
C04630,762,0.0,0.0,0.0,0.0,0.0,0.0,1,298.4,298.4,1,132.1,Bronze,99.0,NR,1933.0,5.0,Beauty,0,0.0,0,4,2
C00732,81,0.0,0.0,1.0,0.0,0.0,350.54,10,2139.57,213.95700000000002,7,88.33333333333333,Bronze,283.0,HC,1881.0,11.0,Automotive,0,0.0,0,1,1
C03781,453,0.0,0.0,0.0,0.0,0.0,0.0,2,659.0699999999999,329.53499999999997,2,17.0,Bronze,274.0,AR,2467.0,3.0,Apparel,0,0.0,0,0,0
C00910,293,0.0,0.0,0.0,0.0,0.0,0.0,3,449.66999999999996,149.89,2,270.5,Silver,1114.0,LP,2335.0,8.0,Electronics,0,0.0,3,3,4
C01667,876,0.0,0.0,0.0,0.0,0.0,0.0,1,374.18,374.18,1,132.1,Gold,2088.0,HS,2596.0,2.0,Automotive,0,0.0,1,2,1
C01961,82,0.0,0.0,1.0,0.0,0.0,159.28,2,316.61,158.305,1,353.0,Bronze,276.0,NR,2070.0,6.0,Grocery,0,0.0,0,4,5
C00112,718,0.0,0.0,0.0,0.0,0.0,0.0,1,424.35,424.35,1,132.1,Gold,3718.0,HS,2496.0,1.0,Apparel,1,0.0,1,2,0
C03370,15,1.0,2.0,2.0,29.43,332.27,332.27,6,1234.6399999999999,205.7733333333333,5,156.6,Bronze,111.0,HC,1378.0,9.0,Automotive,0,0.0,0,1,1
C03870,137,0.0,0.0,0.0,0.0,0.0,0.0,1,29.97,29.97,1,132.1,Silver,782.0,HS,1893.0,4.0,Apparel,1,0.0,3,2,0
C04783,119,0.0,0.0,0.0,0.0,0.0,0.0,2,454.19000000000005,227.09500000000003,2,39.0,Bronze,165.0,AR,2365.0,2.0,Automotive,0,0.0,0,0,1
C01793,101,0.0,0.0,0.0,0.0,0.0,0.0,6,1839.3600000000001,306.56,5,125.4,Silver,1270.0,NR,1521.0,9.0,Apparel,0,0.0,3,4,0
C01732,852,0.0,0.0,0.0,0.0,0.0,0.0,1,193.88,193.88,1,132.1,Bronze,261.0,AR,1706.0,3.0,Automotive,1,0.0,0,0,1
C03148,294,0.0,0.0,0.0,0.0,0.0,0.0,8,3096.73,387.09125,7,89.42857142857143,Bronze,159.0,NR,1634.0,11.0,Jewelry,0,0.0,0,4,7
C03933,265,0.0,0.0,0.0,0.0,0.0,0.0,3,449.58,149.85999999999999,3,277.5,Silver,1464.0,HS,1646.0,6.0,Home & Garden,0,0.0,3,2,6
C03294,14,1.0,1.0,1.0,122.16,122.16,122.16,5,1159.06,231.81199999999998,4,226.5,Silver,1789.0,HS,1412.0,8.0,Sports,0,0.0,3,2,8
C00568,436,0.0,0.0,0.0,0.0,0.0,0.0,2,140.27,70.135,2,198.0,Gold,4607.0,HS,2210.0,2.0,Home & Garden,0,0.0,1,2,6
C03623,280,0.0,0.0,0.0,0.0,0.0,0.0,2,344.68,172.34,2,199.0,Silver,1537.0,NR,2529.0,5.0,Automotive,0,0.0,3,4,1
C04963,301,0.0,0.0,0.0,0.0,0.0,0.0,2,303.01,151.505,2,327.0,Bronze,255.0,NR,1980.0,8.0,Apparel,0,0.0,0,4,0
C00546,494,0.0,0.0,0.0,0.0,0.0,0.0,2,684.02,342.01,2,441.0,Bronze,46.0,HC,2744.0,6.0,Sports,1,0.0,0,1,8
C02008,115,0.0,0.0,0.0,0.0,0.0,0.0,10,2828.55,282.855,8,87.33333333333333,Silver,1254.0,AR,2737.0,11.0,Apparel,0,0.0,3,0,0
C04238,537,0.0,0.0,0.0,0.0,0.0,0.0,6,1640.29,273.38166666666666,5,79.6,Bronze,433.0,AR,2041.0,10.0,Toys,0,474.35,0,0,9
C04861,42,0.0,1.0,1.0,0.0,45.55,45.55,6,1688.52,281.42,4,111.0,Bronze,6.0,HC,2480.0,9.0,Jewelry,0,0.0,0,1,7
C00278,18,1.0,1.0,1.0,10.05,10.05,10.05,6,1318.87,219.81166666666664,5,157.8,Bronze,143.0,HC,1597.0,10.0,Books,0,0.0,0,1,3
C02384,165,0.0,0.0,0.0,0.0,0.0,0.0,4,1086.94,271.735,4,51.333333333333336,Silver,1729.0,AR,2130.0,7.0,Home & Garden,1,0.0,3,0,6
C04244,83,0.0,0.0,1.0,0.0,0.0,473.28,1,473.28,473.28,1,132.1,Bronze,139.0,NR,1457.0,1.0,Beauty,0,0.0,0,4,2
C00031,580,0.0,0.0,0.0,0.0,0.0,0.0,2,487.01000000000005,243.50500000000002,2,19.0,Silver,1395.0,LP,1359.0,5.0,Electronics,0,0.0,3,3,4
C00294,180,0.0,0.0,0.0,0.0,0.0,0.0,2,250.38,125.19,2,749.0,Bronze,177.0,LP,2258.0,9.0,Grocery,1,0.0,0,3,5
C03357,372,0.0,0.0,0.0,0.0,0.0,0.0,2,518.62,259.31,2,245.0,Silver,1803.0,AR,1646.0,5.0,Grocery,0,0.0,3,0,5
C04009,42,0.0,1.0,1.0,0.0,373.24,373.24,5,1408.41,281.682,5,166.0,Silver,1151.0,NR,1898.0,9.0,Automotive,0,0.0,3,4,1
C03556,0,1.0,2.0,2.0,55.29,384.6,384.6,8,1929.44,241.18,5,125.14285714285714,Bronze,272.0,AR,1415.0,11.0,Books,0,0.0,0,0,3
C00741,628,0.0,0.0,0.0,0.0,0.0,0.0,2,757.1700000000001,378.58500000000004,2,166.0,Bronze,404.0,HC,2642.0,6.0,Jewelry,0,0.0,0,1,7
C02778,316,0.0,0.0,0.0,0.0,0.0,0.0,1,427.57,427.57,1,132.1,Bronze,235.0,LP,2415.0,2.0,Books,0,0.0,0,3,3
C04591,43,0.0,1.0,1.0,0.0,99.76,99.76,5,884.3299999999999,176.86599999999999,3,171.25,Silver,902.0,HS,2715.0,9.0,Jewelry,0,0.0,3,2,7
C04556,200,0.0,0.0,0.0,0.0,0.0,0.0,3,388.23,129.41,2,46.0,Bronze,106.0,LP,2504.0,6.0,Apparel,0,0.0,0,3,0
C00483,86,0.0,0.0,1.0,0.0,0.0,381.45,4,780.0799999999999,195.01999999999998,3,94.33333333333333,Silver,1627.0,NR,1759.0,9.0,Home & Garden,0,0.0,3,4,6
C00156,836,0.0,0.0,0.0,0.0,0.0,0.0,2,359.90000000000003,179.95000000000002,2,57.0,Silver,1825.0,HS,1565.0,7.0,Books,0,0.0,3,2,3
C04345,47,0.0,1.0,1.0,0.0,328.75,328.75,1,328.75,328.75,1,132.1,Gold,4617.0,HC,2256.0,2.0,Home & Garden,1,0.0,1,1,6
C00466,161,0.0,0.0,0.0,0.0,0.0,0.0,2,702.63,351.315,2,7.0,Gold,4214.0,NR,1428.0,7.0,Apparel,0,0.0,1,4,0
C02192,30,0.0,1.0,2.0,0.0,453.58,623.8,9,2422.68,269.18666666666667,7,89.625,Bronze,211.0,AR,2601.0,11.0,Automotive,0,0.0,0,0,1
C04999,21,1.0,1.0,1.0,43.96,43.96,43.96,8,1950.77,243.84625,7,82.28571428571429,Gold,4423.0,AR,2536.0,10.0,Electronics,0,0.0,1,0,4
C00526,623,0.0,0.0,0.0,0.0,0.0,0.0,2,284.92,142.46,2,108.0,Silver,796.0,HC,2258.0,8.0,Beauty,0,0.0,3,1,2
C02337,533,0.0,0.0,0.0,0.0,0.0,0.0,2,425.39000000000004,212.69500000000002,2,249.0,Bronze,51.0,LP,1851.0,7.0,Home & Garden,0,0.0,0,3,6
C04374,125,0.0,0.0,0.0,0.0,0.0,0.0,2,113.77,56.885,2,689.0,Gold,2092.0,NR,1406.0,4.0,Jewelry,0,0.0,1,4,7
C03353,85,0.0,0.0,1.0,0.0,0.0,374.57,7,2122.07,303.15285714285716,7,83.16666666666667,Bronze,332.0,LP,2725.0,9.0,Sports,0,0.0,0,3,8
C01236,18,1.0,1.0,2.0,280.7,280.7,327.24,4,600.96,150.24,4,257.6666666666667,Silver,768.0,NR,1829.0,10.0,Automotive,1,0.0,3,4,1
C03692,203,0.0,0.0,0.0,0.0,0.0,0.0,5,1738.47,347.694,4,166.25,Silver,1784.0,LP,365.0,10.0,Apparel,0,376.67,3,3,0
C02913,23,1.0,2.0,2.0,305.54,737.22,737.22,9,2935.79,326.19888888888886,6,99.125,Silver,1343.0,HC,2729.0,10.0,Automotive,0,0.0,3,1,1
C02735,15,1.0,1.0,1.0,389.76,389.76,389.76,10,3003.5,300.35,9,101.88888888888889,Bronze,301.0,NR,2009.0,10.0,Jewelry,0,0.0,0,4,7
C02440,100,0.0,0.0,0.0,0.0,0.0,0.0,2,591.74,295.87,2,282.0,Bronze,1427.0,NR,1846.0,6.0,Grocery,0,0.0,0,4,5
C04780,785,0.0,0.0,0.0,0.0,0.0,0.0,1,276.58,276.58,1,132.1,Silver,1757.0,LP,2593.0,2.0,Beauty,0,0.0,3,3,2
C01738,268,0.0,0.0,0.0,0.0,0.0,0.0,3,474.8,158.26666666666668,3,269.5,Silver,1639.0,LP,1562.0,5.0,Electronics,0,44.15,3,3,4
C01538,20,1.0,1.0,1.0,211.1,211.1,211.1,3,711.86,237.28666666666666,3,287.0,Bronze,306.0,HC,2162.0,8.0,Apparel,1,0.0,0,1,0
C01606,110,0.0,0.0,0.0,0.0,0.0,0.0,7,2410.49,344.35571428571427,6,115.0,Bronze,279.0,AR,365.0,9.0,Sports,0,0.0,0,0,8
C01447,337,0.0,0.0,0.0,0.0,0.0,0.0,4,497.38,124.345,4,200.0,Gold,3807.0,NR,1888.0,9.0,Jewelry,0,0.0,1,4,7
C01608,213,0.0,0.0,0.0,0.0,0.0,0.0,4,939.61,234.9025,2,218.66666666666666,Platinum,16107.0,HC,2779.0,10.0,Books,0,0.0,2,1,3
C02326,82,0.0,0.0,1.0,0.0,0.0,35.93,13,3140.14,241.54923076923075,9,66.25,Bronze,27.0,AR,1767.0,10.0,Jewelry,0,175.48,0,0,7
C04072,779,0.0,0.0,0.0,0.0,0.0,0.0,2,184.34,92.17,2,16.0,Silver,803.0,HS,2048.0,8.0,Sports,0,60.65,3,2,8
C00597,279,0.0,0.0,0.0,0.0,0.0,0.0,7,1714.1,244.87142857142857,6,105.33333333333333,Silver,1977.0,HS,2736.0,9.0,Automotive,0,0.0,3,2,1
C04287,46,0.0,1.0,1.0,0.0,274.46,274.46,13,3174.02,244.1553846153846,10,69.08333333333333,Bronze,492.0,LP,2719.0,11.0,Automotive,0,0.0,0,3,1
C04733,144,0.0,0.0,0.0,0.0,0.0,0.0,6,2177.25,362.875,6,123.8,Silver,0.0,LP,1946.0,8.0,Apparel,0,0.0,3,3,0
C01085,9,1.0,1.0,2.0,126.25,126.25,517.0799999999999,11,2736.22,248.7472727272727,8,92.3,Silver,610.0,AR,2788.0,11.0,Jewelry,0,0.0,3,0,7
C02994,104,0.0,0.0,0.0,0.0,0.0,0.0,4,652.52,163.13,3,249.66666666666666,Gold,3596.0,NR,2461.0,7.0,Beauty,0,0.0,1,4,2
C00173,150,0.0,0.0,0.0,0.0,0.0,0.0,4,1266.68,316.67,4,207.66666666666666,Gold,4753.0,LP,1611.0,10.0,Sports,1,0.0,1,3,8
C00039,291,0.0,0.0,0.0,0.0,0.0,0.0,3,972.19,324.06333333333333,3,245.5,Silver,1669.0,LP,2737.0,6.0,Beauty,0,0.0,3,3,2
C00153,370,0.0,0.0,0.0,0.0,0.0,0.0,2,261.09000000000003,130.54500000000002,2,425.0,Bronze,481.0,LP,2231.0,4.0,Books,0,0.0,0,3,3
C00048,2,1.0,1.0,1.0,294.09,294.09,294.09,2,353.71999999999997,176.85999999999999,1,872.0,Silver,997.0,NR,365.0,8.0,Grocery,0,0.0,3,4,5
C04469,78,0.0,0.0,1.0,0.0,0.0,295.86,8,2325.45,290.68125,7,101.42857142857143,Gold,3002.0,HS,1940.0,9.0,Jewelry,0,0.0,1,2,7
C03252,156,0.0,0.0,0.0,0.0,0.0,0.0,2,298.61,149.305,2,377.0,Silver,1941.0,LP,2790.0,8.0,Automotive,0,0.0,3,3,1
C04932,41,0.0,1.0,1.0,0.0,280.08,280.08,2,632.0699999999999,316.03499999999997,2,193.0,Silver,964.0,LP,2174.0,7.0,Beauty,0,0.0,3,3,2
C01692,549,0.0,0.0,0.0,0.0,0.0,0.0,3,1046.2,348.73333333333335,2,168.0,Silver,1734.0,AR,2337.0,7.0,Grocery,1,0.0,3,0,5
C01438,25,1.0,1.0,1.0,204.77,204.77,204.77,6,1192.3600000000001,198.7266666666667,5,163.6,Bronze,228.0,NR,1909.0,11.0,Home & Garden,0,0.0,0,4,6
C03063,356,0.0,0.0,0.0,0.0,0.0,0.0,2,592.51,296.255,2,49.0,Silver,1636.0,HC,1847.0,8.0,Jewelry,0,0.0,3,1,7
C03763,281,0.0,0.0,0.0,0.0,0.0,0.0,2,177.89000000000001,88.94500000000001,2,386.0,Bronze,323.0,AR,1524.0,7.0,Sports,0,0.0,0,0,8
C04527,287,0.0,0.0,0.0,0.0,0.0,0.0,7,1240.3799999999999,177.19714285714284,5,108.83333333333333,Bronze,461.0,HS,2800.0,9.0,Books,0,0.0,0,2,3
C02023,17,1.0,1.0,1.0,193.62,193.62,193.62,9,2892.7400000000002,321.41555555555556,6,107.75,Silver,1095.0,LP,2602.0,10.0,Jewelry,0,427.8,3,3,7
C02592,37,0.0,2.0,3.0,0.0,679.22,1114.19,6,2166.35,361.05833333333334,5,94.8,Bronze,0.0,AR,2527.0,11.0,Jewelry,0,0.0,0,0,7
C03855,164,0.0,0.0,0.0,0.0,0.0,0.0,4,1302.06,325.515,3,185.33333333333334,Bronze,307.0,LP,2649.0,7.0,Electronics,0,0.0,0,3,4
C00737,444,0.0,0.0,0.0,0.0,0.0,0.0,4,909.72,227.43,4,158.0,Bronze,150.0,NR,1596.0,10.0,Jewelry,0,0.0,0,4,7
C03738,128,0.0,0.0,0.0,0.0,0.0,0.0,5,1718.31,343.662,5,125.5,Bronze,187.0,AR,1674.0,6.0,Automotive,0,0.0,0,0,1
C01352,196,0.0,0.0,0.0,0.0,0.0,0.0,8,1841.52,230.19,6,101.85714285714286,Silver,1327.0,AR,1821.0,10.0,Grocery,0,0.0,3,0,5
C03025,554,0.0,0.0,0.0,0.0,0.0,0.0,2,553.25,276.625,1,202.0,Silver,1538.0,HS,1692.0,7.0,Home & Garden,0,0.0,3,2,6
C02058,135,0.0,0.0,0.0,0.0,0.0,0.0,4,794.5,198.625,4,205.66666666666666,Bronze,14.0,AR,1897.0,8.0,Books,0,0.0,0,0,3
C04232,169,0.0,0.0,0.0,0.0,0.0,0.0,3,632.52,210.84,3,268.5,Platinum,8647.0,HS,2032.0,8.0,Automotive,0,0.0,2,2,1
C03055,173,0.0,0.0,0.0,0.0,0.0,0.0,3,831.63,277.21,3,345.5,Bronze,463.0,HS,1360.0,6.0,Beauty,1,0.0,0,2,2
C03485,42,0.0,1.0,1.0,0.0,435.16,435.16,6,1912.01,318.66833333333335,6,173.2,Silver,1122.0,LP,1996.0,9.0,Beauty,0,0.0,3,3,2
C01294,61,0.0,0.0,1.0,0.0,0.0,331.1,3,1286.96,428.9866666666667,3,305.5,Bronze,447.0,AR,2096.0,3.0,Jewelry,0,0.0,0,0,7
C00829,82,0.0,0.0,1.0,0.0,0.0,435.17,5,1953.35,390.66999999999996,4,200.25,Bronze,70.0,NR,1888.0,10.0,Electronics,0,0.0,0,4,4
C01304,141,0.0,0.0,0.0,0.0,0.0,0.0,4,1132.94,283.235,4,258.6666666666667,Silver,1614.0,HS,1905.0,7.0,Books,0,0.0,3,2,3
C00474,48,0.0,1.0,1.0,0.0,400.82,400.82,11,3689.0299999999997,335.3663636363636,7,84.9,Gold,2748.0,HC,2263.0,10.0,Automotive,0,288.9,1,1,1
C00506,306,0.0,0.0,0.0,0.0,0.0,0.0,3,474.62,158.20666666666668,3,233.0,Platinum,10451.0,LP,1819.0,7.0,Apparel,1,0.0,2,3,0
C03748,72,0.0,0.0,1.0,0.0,0.0,267.67,2,511.06,255.53,2,103.0,Bronze,209.0,HC,2521.0,7.0,Automotive,0,0.0,0,1,1
C04460,100,0.0,0.0,0.0,0.0,0.0,0.0,4,1276.23,319.0575,4,257.0,Platinum,15081.0,AR,1341.0,9.0,Automotive,0,0.0,2,0,1
C04088,22,1.0,1.0,2.0,403.24,403.24,429.57,5,931.45,186.29000000000002,3,102.75,Bronze,320.0,HS,1936.0,10.0,Grocery,0,0.0,0,2,5
C03397,31,0.0,2.0,2.0,0.0,888.86,888.86,11,2967.21,269.74636363636364,7,87.8,Bronze,111.0,HS,1548.0,11.0,Apparel,0,428.57,0,2,0
C03083,642,0.0,0.0,0.0,0.0,0.0,0.0,1,382.0,382.0,1,132.1,Silver,523.0,HC,2067.0,3.0,Automotive,1,0.0,3,1,1
C00076,518,0.0,0.0,0.0,0.0,0.0,0.0,2,560.97,280.485,2,213.0,Bronze,339.0,HC,1940.0,5.0,Apparel,0,217.46,0,1,0
C02804,32,0.0,1.0,1.0,0.0,358.28,358.28,9,1971.16,219.01777777777778,7,106.75,Silver,596.0,HC,2037.0,10.0,Sports,0,247.06,3,1,8
C02318,119,0.0,0.0,0.0,0.0,0.0,0.0,3,498.91,166.30333333333334,3,329.5,Silver,538.0,NR,1760.0,7.0,Electronics,0,146.61,3,4,4
C02565,394,0.0,0.0,0.0,0.0,0.0,0.0,3,496.8,165.6,2,217.5,Silver,1530.0,HS,1409.0,3.0,Automotive,0,0.0,3,2,1
C00268,12,1.0,1.0,1.0,471.07,471.07,471.07,4,1810.9499999999998,452.73749999999995,3,290.6666666666667,Bronze,96.0,AR,2277.0,8.0,Sports,0,0.0,0,0,8
C02060,212,0.0,0.0,0.0,0.0,0.0,0.0,4,818.37,204.5925,4,138.66666666666666,Platinum,9267.0,HC,2789.0,10.0,Apparel,0,0.0,2,1,0
C01138,204,0.0,0.0,0.0,0.0,0.0,0.0,3,973.0899999999999,324.3633333333333,3,219.0,Gold,4734.0,LP,2436.0,9.0,Jewelry,0,0.0,1,3,7
C04517,139,0.0,0.0,0.0,0.0,0.0,0.0,4,1073.21,268.3025,4,266.3333333333333,Bronze,371.0,LP,2639.0,10.0,Electronics,0,0.0,0,3,4
C04160,82,0.0,0.0,1.0,0.0,0.0,404.88,8,2279.02,284.8775,7,101.85714285714286,Silver,925.0,LP,1507.0,10.0,Sports,0,0.0,3,3,8
C03044,68,0.0,0.0,1.0,0.0,0.0,198.8,4,1130.48,282.62,3,287.0,Bronze,0.0,AR,1519.0,10.0,Toys,0,0.0,0,0,9
C01924,72,0.0,0.0,1.0,0.0,0.0,100.68,5,1580.73,316.146,4,137.5,Bronze,459.0,LP,2727.0,8.0,Books,0,0.0,0,3,3
C04584,45,0.0,1.0,2.0,0.0,168.39,481.34,7,1732.32,247.4742857142857,5,144.16666666666666,Silver,1466.0,LP,1682.0,10.0,Books,0,0.0,3,3,3
C00696,617,0.0,0.0,0.0,0.0,0.0,0.0,1,269.32,269.32,1,132.1,Bronze,180.0,AR,2229.0,4.0,Beauty,0,0.0,0,0,2
C00330,237,0.0,0.0,0.0,0.0,0.0,0.0,2,577.24,288.62,2,619.0,Gold,4076.0,HC,2267.0,7.0,Beauty,0,0.0,1,1,2
C03392,12,1.0,1.0,1.0,482.27,482.27,482.27,7,2031.54,290.21999999999997,6,106.66666666666667,Bronze,438.0,NR,2731.0,11.0,Automotive,1,0.0,0,4,1
C03169,242,0.0,0.0,0.0,0.0,0.0,0.0,3,400.51,133.50333333333333,3,287.5,Bronze,205.0,HS,2354.0,9.0,Jewelry,0,473.04,0,2,7
C02459,245,0.0,0.0,0.0,0.0,0.0,0.0,2,509.55,254.775,2,126.0,Gold,3775.0,AR,1541.0,4.0,Home & Garden,0,0.0,1,0,6
C04245,355,0.0,0.0,0.0,0.0,0.0,0.0,2,563.77,281.885,2,120.0,Bronze,484.0,LP,1912.0,5.0,Automotive,0,0.0,0,3,1
C04375,22,1.0,1.0,2.0,61.16,61.16,296.63,2,296.63,148.315,2,67.0,Bronze,469.0,LP,1947.0,5.0,Automotive,0,0.0,0,3,1
C03119,336,0.0,0.0,0.0,0.0,0.0,0.0,4,990.07,247.5175,4,107.66666666666667,Platinum,10616.0,NR,2132.0,3.0,Automotive,0,0.0,2,4,1
C00102,580,0.0,0.0,0.0,0.0,0.0,0.0,3,654.09,218.03,3,85.5,Silver,1426.0,HS,2023.0,10.0,Books,0,410.26,3,2,3
C02576,168,0.0,0.0,0.0,0.0,0.0,0.0,5,872.63,174.526,4,167.75,Bronze,497.0,NR,1883.0,9.0,Books,0,0.0,0,4,3
C00852,68,0.0,0.0,1.0,0.0,0.0,203.56,2,336.83000000000004,168.41500000000002,1,240.0,Bronze,0.0,HS,1347.0,1.0,Jewelry,0,388.57,0,2,7
C03113,322,0.0,0.0,0.0,0.0,0.0,0.0,3,560.1,186.70000000000002,2,97.5,Platinum,5586.0,NR,1722.0,10.0,Grocery,0,410.72,2,4,5
C00566,204,0.0,0.0,0.0,0.0,0.0,0.0,3,311.09000000000003,103.69666666666667,3,332.0,Bronze,463.0,HC,1999.0,7.0,Home & Garden,0,0.0,0,1,6
C02820,161,0.0,0.0,0.0,0.0,0.0,0.0,2,389.91999999999996,194.95999999999998,2,509.0,Bronze,215.0,AR,2060.0,6.0,Books,0,0.0,0,0,3
C04548,92,0.0,0.0,0.0,0.0,0.0,0.0,4,812.9,203.225,4,213.0,Bronze,390.0,LP,365.0,8.0,Beauty,0,0.0,0,3,2
